frame,x,y,id
000060,1043.078,281.181,1
000060,292.723,266.960,3
000060,447.384,223.928,4
000060,627.889,284.214,2
000060,865.568,218.343,5
000061,1040.449,281.121,1
000061,292.668,266.945,3
000061,447.284,223.972,4
000061,627.864,284.201,2
000061,862.829,218.344,5
000062,1040.394,281.157,1
000062,289.916,267.000,3
000062,447.257,223.941,4
000062,627.847,284.175,2
000062,862.749,218.360,5
000063,1040.357,281.160,1
000063,292.645,266.975,3
000063,444.621,223.917,4
000063,627.807,284.182,2
000063,862.764,218.374,5
000064,1040.324,281.132,1
000064,292.658,267.022,3
000064,444.609,223.941,4
000064,627.783,284.178,2
000064,862.726,218.361,5
000065,1040.307,281.151,1
000065,292.637,269.767,3
000065,444.587,223.970,4
000065,627.792,284.217,2
000065,862.683,218.366,5
000066,1040.282,281.250,1
000066,292.634,272.596,3
000066,444.565,229.611,4
000066,627.802,284.231,2
000066,862.685,221.105,5
000067,1040.259,283.945,1
000067,292.662,275.475,3
000067,444.569,229.673,4
000067,627.782,286.929,2
000067,860.004,223.988,5
000068,1040.251,284.008,1
000068,292.660,275.487,3
000068,444.608,232.466,4
000068,627.802,287.026,2
000068,859.989,229.667,5
000069,1040.256,284.090,1
000069,292.715,278.305,3
000069,444.611,235.316,4
000069,627.815,289.787,2
000069,859.986,232.548,5
000070,1040.230,284.191,1
000070,292.674,278.334,3
000070,447.242,235.418,4
000070,627.860,287.102,2
000070,859.984,235.361,5
000071,1040.235,286.832,1
000071,292.675,278.344,3
000071,447.282,238.143,4
000071,627.869,289.807,2
000071,860.018,238.107,5
000072,1040.254,286.877,1
000072,292.677,278.350,3
000072,447.333,238.179,4
000072,627.933,289.818,2
000072,862.743,238.121,5
000073,1040.330,286.867,1
000073,292.722,278.317,3
000073,447.368,238.180,4
000073,630.576,289.832,2
000073,865.560,235.442,5
000074,1040.402,284.227,1
000074,295.505,278.284,3
000074,447.486,238.140,4
000074,630.591,289.785,2
000074,865.596,235.365,5
000075,1040.416,284.118,1
000075,295.572,275.476,3
000075,447.526,235.451,4
000075,630.655,287.069,2
000075,865.634,232.533,5
000076,1043.090,284.032,1
000076,301.329,269.730,3
000076,450.217,235.299,4
000076,630.696,286.998,2
000076,868.478,226.758,5
000077,1043.137,283.930,1
000077,304.109,266.882,3
000077,450.327,232.505,4
000077,630.763,286.918,2
000077,874.144,221.148,5
000078,1043.197,283.937,1
000078,304.166,266.887,3
000078,455.943,223.930,4
000078,630.804,284.209,2
000078,877.017,221.034,5
000079,1043.243,283.936,1
000079,306.935,266.899,3
000079,461.617,221.150,4
000079,630.836,284.197,2
000079,879.850,218.352,5
000080,1043.327,283.942,1
000080,306.993,266.954,3
000080,461.742,221.108,4
000080,633.560,286.816,2
000080,879.982,218.326,5
000081,1046.045,283.959,1
000081,307.117,267.018,3
000081,464.578,223.909,4
000081,633.641,284.158,2
000081,882.762,218.368,5
000082,1046.108,283.978,1
000082,309.837,269.757,3
000082,467.363,226.824,4
000082,636.486,284.227,2
000082,882.863,221.133,5
000083,1048.945,284.005,1
000083,309.914,275.530,3
000083,467.479,232.502,4
000083,642.181,286.913,2
000083,885.602,223.905,5
000084,1054.647,284.107,1
000084,312.747,281.117,3
000084,470.235,235.277,4
000084,647.784,287.022,2
000084,885.740,226.755,5
000085,1057.531,286.893,1
000085,315.549,281.269,3
000085,470.391,235.426,4
000085,647.919,289.843,2
000085,894.185,232.576,5
000086,1060.318,287.103,1
000086,315.678,284.001,3
000086,473.105,238.259,4
000086,647.938,289.926,2
000086,899.894,235.402,5
000087,1060.437,289.845,1
000087,321.281,284.084,3
000087,473.112,241.156,4
000087,650.618,292.718,2
000087,902.668,238.272,5
000088,1063.134,292.708,1
000088,324.156,286.871,3
000088,473.254,241.270,4
000088,650.687,298.464,2
000088,902.701,241.102,5
000089,1063.157,295.499,1
000089,324.225,286.968,3
000089,476.064,243.955,4
000089,650.734,301.245,2
000089,902.765,241.145,5
000090,1063.160,295.542,1
000090,326.939,286.890,3
000090,481.715,243.977,4
000090,650.781,301.288,2
000090,902.894,241.202,5
000091,1063.230,289.939,1
000091,326.992,284.149,3
000091,484.612,241.235,4
000091,650.777,301.237,2
000091,902.899,241.099,5
000092,1063.287,289.799,1
000092,327.058,284.016,3
000092,484.602,241.132,4
000092,650.810,295.574,2
000092,902.909,238.322,5
000093,1063.273,286.995,1
000093,327.000,281.264,3
000093,487.376,238.353,4
000093,650.810,289.909,2
000093,902.848,238.095,5
000094,1063.234,284.126,1
000094,326.974,281.177,3
000094,481.744,238.109,4
000094,650.754,289.831,2
000094,902.764,229.680,5
000095,1063.242,283.965,1
000095,321.303,275.529,3
000095,476.081,232.499,4
000095,650.709,286.948,2
000095,899.995,221.124,5
000096,1063.198,283.906,1
000096,315.585,269.806,3
000096,475.965,223.974,4
000096,650.646,284.133,2
000096,899.924,218.292,5
000097,1063.145,281.137,1
000097,312.839,266.890,3
000097,473.187,218.369,4
000097,650.620,284.054,2
000097,897.129,218.090,5
000098,1063.099,275.542,1
000098,312.750,264.122,3
000098,473.143,218.255,4
000098,647.883,284.036,2
000098,894.182,218.080,5
000099,1060.420,272.672,1
000099,310.005,263.990,3
000099,470.361,218.238,4
000099,645.028,284.032,2
000099,888.561,215.448,5
000100,1060.322,272.649,1
000100,309.909,263.976,3
000100,470.241,218.216,4
000100,639.355,284.044,2
000100,885.668,215.384,5
000101,1054.683,275.445,1
000101,309.817,264.031,3
000101,467.469,218.250,4
000101,639.274,284.065,2
000101,882.852,215.438,5
000102,1051.784,278.320,1
000102,307.092,264.010,3
000102,467.286,218.350,4
